Title,pos,neg,k=2,k=3,k=4,k=5
Endure,0.0,0.165,1,0,2,4
I Love You,0.094,0.16899999999999998,1,0,1,1
Chandralekha,0.08900000000000001,0.175,1,0,2,1
Barumbado,0.073,0.226,1,0,2,1
Buddies,0.0,0.16399999999999998,1,0,2,4
Braddock: Missing in Action III,0.057,0.13,1,0,1,4
Nikita,0.075,0.156,1,0,1,4
Chopper,0.07,0.175,1,0,2,1
The Anniversary,0.032,0.083,0,2,3,4
Klepto,0.154,0.08199999999999999,0,1,0,3
What the Snow Brings,0.08,0.068,0,2,3,0
A Mouse in the House,0.027999999999999997,0.125,1,2,1,4
Baby police,0.053,0.133,1,0,1,4
The White Sister,0.162,0.091,0,1,0,3
The Wog Boy,0.19399999999999998,0.086,0,1,0,3
The Watcher,0.09699999999999999,0.111,0,2,1,2
The Skulls,0.073,0.127,1,0,1,4
Breach,0.087,0.10300000000000001,0,2,1,2
Working Girl,0.087,0.07200000000000001,0,2,3,0
The Landlady,0.086,0.071,0,2,3,0
Tea and Sympathy,0.09,0.065,0,2,3,0
Parakh,0.153,0.069,0,1,0,3
Anthem,0.07,0.0,0,2,3,0
Chehraa,0.10099999999999999,0.166,1,0,1,2
Harry and the Hendersons,0.099,0.048,0,2,3,0
The Extraordinary Adventures of Adèle Blanc-Sec,0.07200000000000001,0.065,0,2,3,0
Alvin and the Chipmunks: The Squeakquel,0.05,0.077,0,2,3,0
The Black Cannon Incident,0.075,0.08900000000000001,0,2,3,0
Ghost of Mae Nak,0.045,0.08199999999999999,0,2,3,0
Basti,0.06,0.278,1,0,2,1
Race,0.07200000000000001,0.165,1,0,1,4
Dragon Ball Z: Fusion Reborn,0.10400000000000001,0.149,1,0,1,2
Baby's Toilet,0.04,0.026000000000000002,0,2,3,0
A Bridge Too Far,0.07200000000000001,0.09,0,2,1,4
Double Dhamaal,0.126,0.106,0,1,0,2
La voce della luna,0.048,0.07400000000000001,0,2,3,0
Grave of the Vampire,0.051,0.18600000000000003,1,0,2,1
Bancho Sarayashiki,0.146,0.18899999999999997,1,0,2,2
The Amazing Mrs. Holliday,0.12,0.077,0,1,0,2
Looking for Moshe Guez,0.013999999999999999,0.092,1,2,3,4
Two Great Sheep,0.086,0.061,0,2,3,0
The Honeytrap,0.061,0.132,1,0,1,4
A Daughter of the Gods,0.223,0.34700000000000003,1,0,2,1
Random Harvest,0.126,0.106,0,1,0,2
Spellbinder,0.124,0.102,0,1,0,2
Thank You Mask Man,0.061,0.095,0,2,1,4
Miracle on 34th Street,0.11,0.096,0,2,1,2
Torrent,0.11599999999999999,0.038,0,1,3,0
Sauna,0.065,0.182,1,0,2,1
Hyde and Hare,0.012,0.036000000000000004,0,2,3,0
Moving August,0.13699999999999998,0.094,0,1,0,2
The Fish That Saved Pittsburgh,0.183,0.049,0,1,0,3
Paycheck,0.10300000000000001,0.085,0,2,3,2
Thirst,0.086,0.0,0,2,3,0
Palayathu Amman,0.05,0.177,1,0,2,1
Werewolves on Wheels,0.0,0.11699999999999999,1,2,1,4
Dukh Bhanjan Tera Naam,0.136,0.062,0,1,0,3
A Good Time for a Dime,0.092,0.07400000000000001,0,2,3,0
A Marine Story,0.076,0.19399999999999998,1,0,2,1
Chand Ke Paar Chalo,0.175,0.03,0,1,0,3
Robin of Locksley,0.19,0.021,0,1,0,3
Word of Honor,0.0,0.17300000000000001,1,0,2,4
Night of the Demons,0.057,0.109,1,2,1,4
Chala Mussaddi... Office Office,0.099,0.11699999999999999,0,2,1,2
Aag,0.1,0.142,1,0,1,2
The Bounty Hunter,0.08800000000000001,0.10099999999999999,0,2,1,2
Rabbit Without Ears,0.12,0.055999999999999994,0,1,0,0
Eve's Bayou,0.075,0.135,1,0,1,4
Vasthuhara,0.10400000000000001,0.08,0,2,3,2
Song of Scheherazade,0.085,0.013000000000000001,0,2,3,0
Divorce: Not Between Husband and Wife,0.0,0.0,0,2,3,0
The Market,0.057999999999999996,0.19399999999999998,1,0,2,1
Home of the Brave,0.071,0.16399999999999998,1,0,1,4
Goodbye Charlie Bright,0.07400000000000001,0.098,0,2,1,4
Alien Agent,0.033,0.132,1,0,1,4
The Substitute 4: Failure Is Not An Option,0.027999999999999997,0.012,0,2,3,0
We're Back! A Dinosaur's Story,0.087,0.096,0,2,1,2
The Brown Bunny,0.076,0.134,1,0,1,4
Silver City,0.091,0.111,0,2,1,2
Cradle of Fear,0.044000000000000004,0.134,1,0,1,4
Dharam Veer,0.10400000000000001,0.13699999999999998,1,0,1,2
Tapas,0.10800000000000001,0.084,0,2,3,2
Wrong Turn 3: Left for Dead,0.068,0.17800000000000002,1,0,2,1
Bobolink Pink,0.034,0.106,1,2,1,4
Parallel,0.049,0.16899999999999998,1,0,2,4
Bad Biology,0.036000000000000004,0.092,0,2,3,4
Susan Slept Here,0.162,0.08900000000000001,0,1,0,3
The Keeper,0.0,0.0,0,2,3,0
Dhuaan,0.209,0.0,0,1,0,3
Captive Hearts,0.043,0.15,1,0,1,4
Angel and Big Joe,0.062,0.165,1,0,1,4
The Whalers,0.061,0.08199999999999999,0,2,3,0
Whirly Girl,0.135,0.047,0,1,0,3
Mathrubhoomi,0.0,0.0,0,2,3,0
Necronomicon,0.026000000000000002,0.12300000000000001,1,2,1,4
"Tomorrow, When the War Began",0.036000000000000004,0.134,1,0,1,4
Adiós querida luna,0.107,0.1,0,2,1,2
Dimensions of Dialogue,0.043,0.049,0,2,3,0
Devilwood,0.059000000000000004,0.086,0,2,3,0
Down by Law,0.075,0.14400000000000002,1,0,1,4
Freakdog,0.071,0.18600000000000003,1,0,2,1
Ju Dou,0.025,0.149,1,0,1,4
When the Kellys Rode,0.0,0.2,1,0,2,1
Fox,0.107,0.109,0,2,1,2
The Big Snooze,0.068,0.057999999999999996,0,2,3,0
Brighton Rock,0.109,0.121,0,2,1,2
Fall Time,0.113,0.179,1,0,2,1
Luxo Jr.,0.09,0.027000000000000003,0,2,3,0
The Penguin Parade,0.0,0.0,0,2,3,0
Where the Penguins Fly,0.0,0.0,0,2,3,0
Skin Game,0.135,0.045,0,1,0,3
Waya! Uchuu Ichi no Osekkai Daisakusen,0.121,0.075,0,1,0,2
"Three – Love, Lies and Betrayal",0.115,0.10300000000000001,0,1,1,2
Battle Royale,0.099,0.192,1,0,2,1
Acosada,0.057,0.061,0,2,3,0
Roger & Me,0.08199999999999999,0.10800000000000001,0,2,1,4
The Tomb,0.11199999999999999,0.195,1,0,2,1
Little Giants,0.14800000000000002,0.075,0,1,0,3
Sukumar Ray,0.084,0.037000000000000005,0,2,3,0
Amudhey,0.155,0.040999999999999995,0,1,0,3
A Few Best Men,0.14,0.16399999999999998,1,0,1,2
After Sundown,0.11199999999999999,0.32,1,0,2,1
LollyPop,0.141,0.036000000000000004,0,1,0,3
Woody Woodpecker,0.0,0.053,0,2,3,0
"Perdón, viejita",0.094,0.111,0,2,1,2
Paradesi,0.09,0.024,0,2,3,0
The Painted Veil,0.1,0.087,0,2,1,2
Fired Up,0.163,0.04,0,1,0,3
Bhavna,0.08800000000000001,0.043,0,2,3,0
Going to Pieces: The Rise and Fall of the Slasher Film,0.12300000000000001,0.063,0,1,0,2
Ice Queen,0.02,0.053,0,2,3,0
Dr. Mabuse the Gambler,0.087,0.162,1,0,1,4
Hostile Waters,0.040999999999999995,0.125,1,2,1,4
Friday the 13th Part VIII: Jason Takes Manhattan,0.034,0.187,1,0,2,1
Lifeu Ishtene,0.22899999999999998,0.047,0,1,0,3
Revenge of the Virgins,0.172,0.063,0,1,0,3
Soldier Boyz,0.046,0.126,1,2,1,4
Bombardier,0.07200000000000001,0.122,1,2,1,4
Ae Fond Kiss,0.10400000000000001,0.068,0,2,3,0
Blood Brothers,0.1,0.13,1,0,1,2
Private Worlds,0.077,0.06,0,2,3,0
"Marecek, Pass Me the Pen!",0.028999999999999998,0.0,0,2,3,0
Chhoti Si Baat,0.13699999999999998,0.1,0,1,0,2
The Hitchhiker's Guide to the Galaxy,0.034,0.092,0,2,3,4
Paris Connections,0.166,0.225,1,0,2,1
Scars of Dracula,0.069,0.13699999999999998,1,0,1,4
Ask Father,0.04,0.063,0,2,3,0
Identity Pieces,0.185,0.147,0,1,0,2
Pauly Shore Is Dead,0.064,0.161,1,0,1,4
That Night,0.067,0.057999999999999996,0,2,3,0
They Made Me a Criminal,0.057999999999999996,0.09300000000000001,0,2,1,4
Dhokha,0.09300000000000001,0.193,1,0,2,1
The Rainbow Warrior,0.046,0.033,0,2,3,0
Detective Dee: Mystery of the Phantom Flame,0.071,0.172,1,0,2,1
Alpha and Omega,0.11199999999999999,0.133,1,0,1,2
Anjuran Nasib,0.073,0.0,0,2,3,0
The Monk and the Fish,0.037000000000000005,0.068,0,2,3,0
The Mechanic,0.064,0.166,1,0,1,4
Blame,0.11900000000000001,0.215,1,0,2,1
The Defender,0.153,0.161,1,0,1,2
Hall of Mirrors,0.141,0.099,0,1,0,2
Snakes on a Plane,0.038,0.141,1,0,1,4
Nashville,0.068,0.063,0,2,3,0
Besharam,0.132,0.205,1,0,2,1
"My Beautiful Girl, Mari",0.146,0.09,0,1,0,2
Hit and Run,0.126,0.053,0,1,0,0
Azhagiya Tamil Magan,0.091,0.12300000000000001,1,2,1,2
Kadaksham,0.0,0.0,0,2,3,0
From Hell It Came,0.077,0.155,1,0,1,4
On the Bowery,0.051,0.09,0,2,3,4
The Trumpet of the Swan,0.17800000000000002,0.0,0,1,0,3
Leaving Las Vegas,0.068,0.133,1,0,1,4
"Good Night, and Good Luck.",0.07200000000000001,0.09300000000000001,0,2,1,4
Casper Meets Wendy,0.094,0.146,1,0,1,2
KAW,0.0,0.172,1,0,2,4
Lady Beware,0.06,0.122,1,2,1,4
Stand Up and Cheer!,0.20800000000000002,0.105,0,1,0,3
Green Flash,0.19699999999999998,0.034,0,1,0,3
Manhattan Melodrama,0.109,0.172,1,0,1,2
Devdas,0.078,0.10800000000000001,0,2,1,4
Prankstar,0.038,0.18,1,0,2,1
'It's Alive!',0.07,0.168,1,0,1,4
Mystery Of Chessboxing,0.048,0.313,1,0,2,1
Pidichirukku,0.062,0.115,1,2,1,4
Fight Night,0.0,0.152,1,0,1,4
Soul Kitchen,0.059000000000000004,0.126,1,2,1,4
Captain Blood,0.165,0.11800000000000001,0,1,0,2
Ormakkayi,0.04,0.245,1,0,2,1
Warlords of Atlantis,0.09300000000000001,0.057,0,2,3,0
Into The White Night,0.036000000000000004,0.18,1,0,2,1
Mirapakaay,0.114,0.069,0,1,0,2
Sit Tight,0.08900000000000001,0.061,0,2,3,0
Famila,0.054000000000000006,0.084,0,2,3,0
Blackbeard the Pirate,0.086,0.069,0,2,3,0
Dunston Checks In,0.094,0.16899999999999998,1,0,1,1
Tanner '88,0.047,0.044000000000000004,0,2,3,0
Perfect Creature,0.07,0.105,0,2,1,4
Pride and Glory,0.053,0.17800000000000002,1,0,2,1
"Torrente, el brazo tonto de la ley",0.040999999999999995,0.125,1,2,1,4
Back Streets of Paris,0.16,0.038,0,1,0,3
Phobia,0.0,0.28,1,0,2,1
Journey of a Red Fridge,0.09699999999999999,0.006999999999999999,0,2,3,0
The Midnight Express,0.102,0.098,0,2,1,2
Bun-Rye's Story,0.044000000000000004,0.257,1,0,2,1
Bodily Harm,0.031,0.209,1,0,2,1
Nightmare Sisters,0.12,0.083,0,1,0,2
Winter Light,0.10300000000000001,0.162,1,0,1,2
Storm Over the Pacific,0.087,0.301,1,0,2,1
Banarasi Babu,0.085,0.062,0,2,3,0
Where's God When I'm S-Scared?,0.124,0.066,0,1,0,2
The Wrong Guy,0.045,0.20199999999999999,1,0,2,1
Poltergeist II: The Other Side,0.063,0.113,1,2,1,4
Take Me Home,0.023,0.171,1,0,2,4
Artemis 81,0.0,0.22,1,0,2,1
His Brother,0.038,0.098,1,2,1,4
Grounded on 9/11,0.037000000000000005,0.11699999999999999,1,2,1,4
Man's Best Friend,0.08199999999999999,0.138,1,0,1,4
From Dusk Till Dawn,0.07200000000000001,0.177,1,0,2,1
A Christmas Carol,0.19399999999999998,0.055,0,1,0,3
Dead Again,0.077,0.183,1,0,2,1
"Kiss Me, Guido",0.127,0.061,0,1,0,2
Famous Five Get in Trouble,0.11699999999999999,0.055,0,1,0,0
Rocktober Blood,0.065,0.10800000000000001,1,2,1,4
The Wild Angels,0.024,0.158,1,0,1,4
Gulmohar,0.055,0.17300000000000001,1,0,2,1
Carry On Again Doctor,0.098,0.037000000000000005,0,2,3,0
Charandas Chor,0.11599999999999999,0.08199999999999999,0,1,0,2
Sesham,0.1,0.039,0,2,3,0
La Baie des Anges,0.154,0.09699999999999999,0,1,0,2
Mr. Wise Guy,0.087,0.28300000000000003,1,0,2,1
Student No.1,0.035,0.135,1,0,1,4
Jesse Stone: Benefit of the Doubt,0.062,0.111,1,2,1,4
Spanish Movie,0.045,0.252,1,0,2,1
The Lark,0.055999999999999994,0.11,1,2,1,4
California Dreaming,0.152,0.017,0,1,0,3
Puerto Maldito,0.077,0.0,0,2,3,0
Roti Kapda Aur Makaan,0.138,0.166,1,0,1,2
Angels' Alley,0.08800000000000001,0.12300000000000001,1,2,1,2
Lyiza,0.205,0.079,0,1,0,3
Young Einstein,0.07,0.036000000000000004,0,2,3,0
Adulthood,0.077,0.174,1,0,2,1
South 5,0.105,0.052000000000000005,0,2,3,0
Death of a Salesman,0.025,0.205,1,0,2,1
Daivanamathil,0.127,0.113,0,1,1,2
The Comedians,0.062,0.0,0,2,3,0
Johnny,0.053,0.14400000000000002,1,0,1,4
Anchorman: The Legend Continues,0.0,0.069,0,2,3,0
Savage Dawn,0.064,0.14800000000000002,1,0,1,4
The Mark of Zorro,0.075,0.035,0,2,3,0
Summer Days with Coo,0.188,0.07200000000000001,0,1,0,3
Movie Crazy,0.068,0.109,1,2,1,4
Carry On England,0.14300000000000002,0.136,0,1,1,2
Dirty Diaries,0.048,0.036000000000000004,0,2,3,0
Saheb Biwi Aur Gangster,0.11900000000000001,0.13,1,0,1,2
Pygmalion,0.107,0.10800000000000001,0,2,1,2
Space Master X-7,0.043,0.061,0,2,3,0
The Double,0.054000000000000006,0.115,1,2,1,4
Tweetie Pie,0.033,0.084,0,2,3,4
Jole Jongole,0.155,0.052000000000000005,0,1,0,3
Dear Mr. Gacy,0.09699999999999999,0.153,1,0,1,2
Meera,0.098,0.107,0,2,1,2
The Grudge 2,0.048,0.187,1,0,2,1
Lighter Than Hare,0.0,0.0,0,2,3,0
Mrs. Brown,0.107,0.099,0,2,1,2
Invisible Strangler,0.044000000000000004,0.159,1,0,1,4
The 'Human' Factor,0.046,0.231,1,0,2,1
Octane,0.028999999999999998,0.12300000000000001,1,2,1,4
The Green Mile,0.062,0.128,1,0,1,4
Airlock Or How To Say Goodbye In Space,0.025,0.061,0,2,3,0
"Hey, Stop Stabbing Me!",0.111,0.124,0,2,1,2
El Chanfle,0.063,0.11,1,2,1,4
In the Time of the Butterflies,0.087,0.10400000000000001,0,2,1,2
Blind Fury,0.099,0.16899999999999998,1,0,1,2
Forces occultes,0.068,0.081,0,2,3,0
A West Lake Moment,0.12,0.066,0,1,0,2
Premante Idera,0.23199999999999998,0.042,0,1,0,3
Darling Lili,0.146,0.08900000000000001,0,1,0,2
That Evening Sun,0.048,0.171,1,0,2,4
Kattathe Kilikkoodu,0.096,0.11900000000000001,1,2,1,2
Number Seventeen,0.042,0.106,1,2,1,4
Hotel Angel,0.139,0.13699999999999998,1,1,1,2
A Ducking They Did Go,0.047,0.087,0,2,3,4
All a Bir-r-r-rd,0.033,0.043,0,2,3,0
Green Fish,0.075,0.037000000000000005,0,2,3,0
Le tue mani sul mio corpo,0.0,0.153,1,0,1,4
Naran,0.032,0.062,0,2,3,0
Nameless Gangster,0.04,0.128,1,0,1,4
Raw Deal,0.079,0.153,1,0,1,4
Mr. Muggs Rides Again,0.09,0.28,1,0,2,1
Carne de tu carne,0.055999999999999994,0.10300000000000001,1,2,1,4
Fire Monsters Against the Son of Hercules,0.132,0.11599999999999999,0,1,1,2
The Saint Takes Over,0.055999999999999994,0.135,1,0,1,4
Moonrise,0.096,0.17600000000000002,1,0,2,1
A Simple Wish,0.084,0.102,0,2,1,2
West Is West,0.034,0.02,0,2,3,0
Mr. Duck Steps Out,0.158,0.040999999999999995,0,1,0,3
Anarkali,0.166,0.066,0,1,0,3
Maria Marten or Murder in the Red Barn,0.21,0.099,0,1,0,3
Cain's Cutthroats,0.055,0.302,1,0,2,1
Kiss the Girls,0.057999999999999996,0.10800000000000001,1,2,1,4
The Duke,0.027000000000000003,0.0,0,2,3,0
Entrapment,0.048,0.08900000000000001,0,2,3,4
Ashta Chamma,0.172,0.098,0,1,0,3
Father,0.061,0.086,0,2,3,0
Roseland,0.134,0.061,0,1,0,3
Wild Hearts,0.025,0.10800000000000001,1,2,1,4
The Girl from Monday,0.10800000000000001,0.05,0,2,3,0
Gift Horse,0.084,0.287,1,0,2,1
Oru Kal Oru Kannadi,0.129,0.033,0,1,0,3
Hero,0.212,0.0,0,1,0,3
Immortal Sergeant,0.057,0.15,1,0,1,4
The Scent of Green Papaya,0.10400000000000001,0.037000000000000005,0,2,3,0
Le Fleuve Niger se meurt,0.0,0.13,1,0,1,4
Rog,0.1,0.215,1,0,2,1
Mister K,0.09300000000000001,0.035,0,2,3,0
The Goofy Gophers,0.08800000000000001,0.049,0,2,3,0
The Day the Earth Stood Still,0.07200000000000001,0.052000000000000005,0,2,3,0
Kiba Gaiden,0.07,0.171,1,0,1,1
Love's Abiding Joy,0.083,0.046,0,2,3,0
The Tree,0.059000000000000004,0.131,1,0,1,4
The Pelican Brief,0.10099999999999999,0.109,0,2,1,2
America's Sweethearts,0.068,0.062,0,2,3,0
Cheese and Jam,0.10800000000000001,0.156,1,0,1,2
Duct Tape Forever,0.085,0.073,0,2,3,0
Naam,0.054000000000000006,0.011000000000000001,0,2,3,0
Let Me In,0.021,0.134,1,0,1,4
Coming Home,0.11199999999999999,0.08800000000000001,0,2,1,2
The Brasher Doubloon,0.059000000000000004,0.171,1,0,2,4
24: Redemption,0.040999999999999995,0.091,0,2,3,4
In the Wake of the Bounty,0.08900000000000001,0.027000000000000003,0,2,3,0
Jimmy Hollywood,0.102,0.09,0,2,1,2
Blonde Crazy,0.054000000000000006,0.0,0,2,3,0
Bad Timing,0.07400000000000001,0.11800000000000001,1,2,1,4
Value for Money,0.128,0.0,0,1,0,3
Solla Thudikuthu Manasu,0.055,0.091,0,2,3,4
Jack & Jill,0.11900000000000001,0.064,0,1,0,2
"Give 'em Hell, Malone",0.106,0.212,1,0,2,1
Dorf Goes Fishing,0.057,0.07400000000000001,0,2,3,0
Conversation Piece,0.031,0.075,0,2,3,0
Goldilocks and the Jivin' Bears,0.039,0.075,0,2,3,0
Invaders from Space,0.102,0.0,0,2,3,0
Thedi Vandha Lakshmi,0.08199999999999999,0.218,1,0,2,1
Dorf on the Diamond,0.222,0.068,0,1,0,3
Be Cool,0.051,0.157,1,0,1,4
High Crimes,0.064,0.162,1,0,1,4
Love Sex aur Dhokha,0.111,0.113,0,2,1,2
The Notebooks of Memory,0.079,0.063,0,2,3,0
Tujhe Meri Kasam,0.163,0.079,0,1,0,3
Solomon Kane,0.057,0.205,1,0,2,1
Troublesome Night 3,0.006,0.243,1,0,2,1
Earthlings,0.067,0.055999999999999994,0,2,3,0
Randaam Bhavam,0.124,0.18600000000000003,1,0,2,1
Aag Aur Shola,0.14300000000000002,0.188,1,0,2,2
Five Numbers!,0.0,0.248,1,0,2,1
Dracula 3D,0.10800000000000001,0.146,1,0,1,2
Return to Paradise,0.07400000000000001,0.11,1,2,1,4
Two Smart People,0.069,0.07200000000000001,0,2,3,0
Mudhalvan,0.111,0.14400000000000002,1,0,1,2
The Entity,0.073,0.151,1,0,1,4
Catch Me If You Can,0.08900000000000001,0.09699999999999999,0,2,1,2
Mahasangram,0.0,0.0,0,2,3,0
This Other Eden,0.0,0.326,1,0,2,1
Thoda Tum Badlo Thoda Hum,0.145,0.11800000000000001,0,1,0,2
Night 'n' Gales,0.114,0.154,1,0,1,2
Jamai Shashur,0.114,0.051,0,1,3,0
Happy Times,0.20800000000000002,0.087,0,1,0,3
Kakkothikkavile Appooppan Thaadikal,0.053,0.036000000000000004,0,2,3,0
Under the Tuscan Sun,0.172,0.036000000000000004,0,1,0,3
Blades of Glory,0.11,0.102,0,2,1,2
Dead Reckoning,0.076,0.16,1,0,1,4
Punnagai Mannan,0.156,0.184,1,0,1,2
Into the West,0.106,0.044000000000000004,0,2,3,0
Ek Ajnabee,0.09699999999999999,0.09699999999999999,0,2,1,2
Carry On Nurse,0.091,0.10099999999999999,0,2,1,2
The Inner Circle,0.18899999999999997,0.13,0,1,0,2
Gaman,0.111,0.049,0,1,3,0
Saint Ralph,0.153,0.096,0,1,0,2
Hammer of the Gods,0.071,0.139,1,0,1,4
Spud,0.14300000000000002,0.065,0,1,0,3
"You, the Living",0.12300000000000001,0.124,0,1,1,2
Dazed and Confused,0.10800000000000001,0.115,0,2,1,2
Baby Be Good,0.121,0.086,0,1,0,2
The Ron Clark Story,0.16,0.006999999999999999,0,1,0,3
Chained for Life,0.161,0.12,0,1,0,2
Sadma,0.128,0.053,0,1,0,3
People of the Cumberland,0.013999999999999999,0.06,0,2,3,0
Elektra,0.034,0.24100000000000002,1,0,2,1
Intergirl,0.10099999999999999,0.096,0,2,1,2
Free Floating,0.037000000000000005,0.044000000000000004,0,2,3,0
Shima,0.113,0.15,1,0,1,2
Juju Factory,0.105,0.042,0,2,3,0
Charlie Wilson's War,0.099,0.075,0,2,3,0
200 Motels,0.0,0.066,0,2,3,0
Mamta,0.083,0.11800000000000001,1,2,1,4
Handphone,0.043,0.065,0,2,3,0
Street of Chance,0.024,0.128,1,0,1,4
A Perfect World,0.11,0.1,0,2,1,2
Boulevard du Rhum,0.26899999999999996,0.0,0,1,0,3
Were the World Mine,0.081,0.08800000000000001,0,2,3,0
Cowboy Holiday,0.203,0.066,0,1,0,3
Ucho,0.027999999999999997,0.14,1,0,1,4
I ragazzi di via Panisperna,0.135,0.146,1,0,1,2
You Gotta Stay Happy,0.153,0.054000000000000006,0,1,0,3
Danger Signal,0.055999999999999994,0.13,1,0,1,4
Invasion of the Not Quite Dead,0.08,0.141,1,0,1,4
"Welcome Home, Roxy Carmichael",0.083,0.07,0,2,3,0
Lily in Love,0.076,0.0,0,2,3,0
The Last Chase,0.057,0.106,1,2,1,4
Spy Kids 3-D: Game Over,0.08900000000000001,0.105,0,2,1,2
Third Star,0.115,0.12300000000000001,0,1,1,2
Cruel Doubt,0.036000000000000004,0.15,1,0,1,4
Gamer,0.083,0.09699999999999999,0,2,1,2
The Red Tent,0.158,0.133,0,1,0,2
Iyer the Great,0.046,0.226,1,0,2,1
Flawless,0.132,0.132,0,1,1,2
Kanto Wanderer,0.111,0.184,1,0,2,1
Split Image,0.086,0.084,0,2,3,0
Champ,0.02,0.214,1,0,2,1
Parasakthi,0.067,0.124,1,2,1,4
Graveyard of Honor,0.08199999999999999,0.11699999999999999,1,2,1,4
Behold a Pale Horse,0.027000000000000003,0.172,1,0,2,4
Rainbow Kids,0.095,0.065,0,2,3,0
The Melancholy Fantastic,0.161,0.223,1,0,2,1
Los Rubios,0.045,0.114,1,2,1,4
Desi Romeos,0.14300000000000002,0.035,0,1,0,3
The Yellow Wallpaper,0.0,0.099,1,2,3,4
Blackmail,0.13,0.027000000000000003,0,1,0,3
In Tranzit,0.10099999999999999,0.209,1,0,2,1
1969,0.076,0.131,1,0,1,4
Vallal,0.086,0.1,0,2,1,2
Thavamai Thavamirundu,0.174,0.055999999999999994,0,1,0,3
The Comet Strikes,0.077,0.254,1,0,2,1
Lady Oscar,0.083,0.051,0,2,3,0
Gone in 60 Seconds,0.025,0.15,1,0,1,4
Dear God,0.08,0.163,1,0,1,4
In The Army Now,0.057,0.10800000000000001,1,2,1,4
Kaiyethum Doorath,0.256,0.023,0,1,0,3
Women of Valor,0.087,0.0,0,2,3,0
The Littlest Rebel,0.040999999999999995,0.15,1,0,1,4
The Crocodile Hunter: Collision Course,0.032,0.084,0,2,3,4
The Eternal Struggle,0.195,0.085,0,1,0,3
Terminator 3: Rise of the Machines,0.057999999999999996,0.109,1,2,1,4
Manjunatha,0.225,0.128,0,1,0,3
The Carnival Night,0.131,0.055,0,1,0,3
Dombivli Fast,0.04,0.098,1,2,1,4
Beer,0.064,0.158,1,0,1,4
The Big Job,0.049,0.11599999999999999,1,2,1,4
The Opposite Sex,0.067,0.10400000000000001,0,2,1,4
Vacancy 2: The First Cut,0.019,0.151,1,0,1,4
Bi the Way,0.127,0.055,0,1,0,3
Centurians of Rome,0.07,0.085,0,2,3,0
Bowery Champs,0.122,0.258,1,0,2,1
Turn the Key Softly,0.14,0.11599999999999999,0,1,0,2
The Pink Panther 2,0.08199999999999999,0.14300000000000002,1,0,1,4
Gosainbaganer Bhoot,0.0,0.272,1,0,2,1
Claws in the Lease,0.076,0.068,0,2,3,0
Futari no hitomi,0.09699999999999999,0.122,1,2,1,2
State of Dogs,0.044000000000000004,0.021,0,2,3,0
By Hook or by Crook,0.066,0.12300000000000001,1,2,1,4
Manasu Maata Vinadhu,0.439,0.0,0,1,0,3
Harold,0.08199999999999999,0.036000000000000004,0,2,3,0
High Society,0.102,0.035,0,2,3,0
Rodent to Stardom,0.065,0.024,0,2,3,0
Ice Age,0.07200000000000001,0.12300000000000001,1,2,1,4
The Paneless Window Washer,0.055999999999999994,0.11,1,2,1,4
Heart o' the Hills,0.069,0.091,0,2,1,4
Gurushetram - 24 Hours of Anger,0.076,0.09,0,2,1,0
Monster Brawl,0.027000000000000003,0.223,1,0,2,1
Bas Itna Sa Khwaab Hai,0.107,0.057999999999999996,0,2,3,0
Car Babes,0.10800000000000001,0.077,0,2,3,2
Tamayura,0.157,0.13699999999999998,0,1,0,2
Machete,0.071,0.174,1,0,2,1
Willow,0.09699999999999999,0.094,0,2,1,2
Van Diemen's Land,0.07400000000000001,0.135,1,0,1,4
Two Half Times in Hell,0.096,0.113,0,2,1,2
Sides the Film,0.113,0.052000000000000005,0,1,3,0
No End,0.052000000000000005,0.162,1,0,1,4
The Dragon Pearl,0.087,0.07200000000000001,0,2,3,0
I Am My Own Woman,0.098,0.08199999999999999,0,2,3,2
Extreme Limits,0.0,0.17,1,0,2,4
The Sperm,0.107,0.115,0,2,1,2
Song Is Always With Us,0.099,0.0,0,2,3,0
Perfect Harmony,0.08800000000000001,0.205,1,0,2,1
L'Homme idéal,0.0,0.157,1,0,1,4
Haunters,0.146,0.136,0,1,0,2
Smile,0.059000000000000004,0.013999999999999999,0,2,3,0
Phone Call from a Stranger,0.114,0.057,0,1,3,0
Nallathambi,0.142,0.102,0,1,0,2
Kasthuri Maan,0.16399999999999998,0.121,0,1,0,2
Terror Train,0.073,0.175,1,0,2,1
Que la fête commence,0.11800000000000001,0.133,1,0,1,2
"Enemies, a Love Story",0.11199999999999999,0.11800000000000001,0,2,1,2
Tap,0.08900000000000001,0.122,1,2,1,2
I'll Be Seeing You,0.084,0.14800000000000002,1,0,1,4
It Seemed Like a Good Idea at the Time,0.11,0.07,0,2,3,2
July 4,0.05,0.10800000000000001,1,2,1,4
Nice Bombs,0.04,0.13699999999999998,1,0,1,4
Initial D,0.102,0.083,0,2,3,2
Trouble Makers,0.067,0.196,1,0,2,1
Pete 'n' Tillie,0.10300000000000001,0.133,1,0,1,2
Revision - Apocalypse II,0.023,0.337,1,0,2,1
Book of Shadows: Blair Witch 2,0.036000000000000004,0.115,1,2,1,4
Paleri Manikyam: Oru Pathirakolapathakathinte Katha,0.067,0.142,1,0,1,4
Stay Hungry,0.146,0.086,0,1,0,2
Locker 13,0.0,0.0,0,2,3,0
Stella Maris,0.145,0.077,0,1,0,2
